,Label,Truth
1485,1485,Abnormal
1486,1486,Abnormal
1487,1487,Abnormal
1488,1488,Abnormal
1489,1489,Abnormal
1490,1490,Abnormal
1491,1491,Abnormal
1492,1492,Abnormal
1493,1493,Abnormal
1494,1494,Abnormal
1495,1495,Abnormal
1496,1496,Abnormal
1497,1497,Abnormal
1498,1498,Abnormal
1499,1499,Abnormal
1500,1500,Abnormal
1501,1501,Abnormal
1502,1502,Abnormal
1503,1503,Abnormal
1504,1504,Abnormal
1505,1505,Abnormal
1506,1506,Abnormal
1507,1507,Abnormal
1508,1508,Abnormal
1509,1509,Abnormal
1510,1510,Abnormal
1511,1511,Abnormal
1512,1512,Abnormal
1513,1513,Abnormal
1514,1514,Normal
1515,1515,Normal
1516,1516,Normal
1517,1517,Normal
1518,1518,Normal
1519,1519,Normal
1520,1520,Normal
1521,1521,Normal
1522,1522,Normal
1523,1523,Normal
1524,1524,Normal
1525,1525,Normal
1526,1526,Normal
1527,1527,Normal
1528,1528,Normal
1529,1529,Normal
1530,1530,Normal
1531,1531,Normal
1532,1532,Normal
1533,1533,Normal
1534,1534,Normal
1535,1535,Normal
1536,1536,Normal
1537,1537,Normal
1538,1538,Normal
1539,1539,Normal
1540,1540,Normal
1541,1541,Normal
1542,1542,Normal
1543,1543,Normal
1544,1544,Normal
1545,1545,Normal
1546,1546,Normal
1547,1547,Normal
1548,1548,Normal
1549,1549,Normal
1550,1550,Normal
1551,1551,Normal
1552,1552,Normal
1553,1553,Normal
1554,1554,Normal
1555,1555,Normal
1556,1556,Normal
1557,1557,Normal
1558,1558,Normal
1559,1559,Normal
1560,1560,Normal
1561,1561,Normal
1562,1562,Normal
1563,1563,Normal
1564,1564,Normal
1565,1565,Normal
1566,1566,Normal
1567,1567,Normal
1568,1568,Normal
1569,1569,Normal
1570,1570,Normal
1571,1571,Normal
1572,1572,Normal
1573,1573,Normal
1574,1574,Normal
1575,1575,Normal
1576,1576,Normal
1577,1577,Normal
1578,1578,Normal
1579,1579,Normal
1580,1580,Normal
1581,1581,Normal
1582,1582,Normal
1583,1583,Normal
1584,1584,Normal
1585,1585,Normal
1586,1586,Normal
1587,1587,Normal
1588,1588,Normal
1589,1589,Normal
1590,1590,Normal
1591,1591,Normal
1592,1592,Normal
1593,1593,Normal
1594,1594,Normal
1595,1595,Normal
1596,1596,Normal
1597,1597,Normal
1598,1598,Normal
1599,1599,Normal
1600,1600,Normal
1601,1601,Normal
1602,1602,Normal
1603,1603,Normal
1604,1604,Normal
1605,1605,Normal
1606,1606,Normal
1607,1607,Normal
1608,1608,Normal
1609,1609,Normal
1610,1610,Normal
1611,1611,Normal
1612,1612,Normal
1613,1613,Normal
1614,1614,Normal
1615,1615,Normal
1616,1616,Normal
1617,1617,Normal
1618,1618,Normal
1619,1619,Normal
1620,1620,Normal
1621,1621,Normal
1622,1622,Normal
1623,1623,Normal
1624,1624,Normal
1625,1625,Normal
1626,1626,Normal
1627,1627,Normal
1628,1628,Normal
1629,1629,Normal
1630,1630,Normal
1631,1631,Normal
1632,1632,Normal
1633,1633,Normal
1634,1634,Normal
1635,1635,Normal
1636,1636,Normal
1637,1637,Normal
1638,1638,Normal
1639,1639,Normal
1640,1640,Normal
1641,1641,Normal
1642,1642,Normal
1643,1643,Normal
1644,1644,Normal
1645,1645,Normal
1646,1646,Normal
1647,1647,Normal
1648,1648,Normal
1649,1649,Normal
1650,1650,Normal
1651,1651,Normal
1652,1652,Normal
1653,1653,Normal
1654,1654,Normal
1655,1655,Normal
1656,1656,Normal
1657,1657,Normal
1658,1658,Normal
1659,1659,Normal
1660,1660,Normal
1661,1661,Normal
1662,1662,Normal
1663,1663,Normal
1664,1664,Normal
1665,1665,Normal
1666,1666,Normal
1667,1667,Normal
1668,1668,Normal
1669,1669,Normal
1670,1670,Normal
1671,1671,Normal
1672,1672,Normal
1673,1673,Normal
1674,1674,Normal
1675,1675,Normal
1676,1676,Normal
1677,1677,Normal
1678,1678,Normal
1679,1679,Normal
1680,1680,Normal
1681,1681,Normal
1682,1682,Normal
1683,1683,Normal
1684,1684,Normal
1685,1685,Normal
1686,1686,Normal
1687,1687,Normal
1688,1688,Normal
1689,1689,Normal
1690,1690,Normal
1691,1691,Normal
1692,1692,Normal
1693,1693,Normal
1694,1694,Normal
1695,1695,Normal
1696,1696,Normal
1697,1697,Normal
1698,1698,Normal
1699,1699,Normal
1700,1700,Normal
1701,1701,Normal
1702,1702,Normal
1703,1703,Normal
1704,1704,Normal
1705,1705,Normal
1706,1706,Normal
1707,1707,Normal
1708,1708,Normal
1709,1709,Normal
1710,1710,Normal
1711,1711,Normal
1712,1712,Normal
1713,1713,Normal
1714,1714,Normal
1715,1715,Normal
1716,1716,Normal
1717,1717,Normal
1718,1718,Normal
1719,1719,Normal
1720,1720,Normal
1721,1721,Normal
1722,1722,Normal
1723,1723,Normal
1724,1724,Normal
1725,1725,Normal
1726,1726,Normal
1727,1727,Normal
1728,1728,Normal
1729,1729,Normal
1730,1730,Normal
1731,1731,Normal
1732,1732,Normal
1733,1733,Normal
1734,1734,Normal
1735,1735,Normal
1736,1736,Normal
1737,1737,Normal
1738,1738,Normal
1739,1739,Normal
1740,1740,Normal
1741,1741,Normal
1742,1742,Normal
1743,1743,Normal
1744,1744,Normal
1745,1745,Normal
1746,1746,Normal
1747,1747,Normal
1748,1748,Normal
1749,1749,Normal
1750,1750,Normal
1751,1751,Normal
1752,1752,Normal
1753,1753,Normal
1754,1754,Normal
1755,1755,Normal
1756,1756,Normal
1757,1757,Normal
1758,1758,Normal
1759,1759,Normal
1760,1760,Normal
1761,1761,Normal
1762,1762,Normal
1763,1763,Normal
1764,1764,Normal
1765,1765,Normal
1766,1766,Normal
1767,1767,Normal
1768,1768,Normal
1769,1769,Normal
1770,1770,Normal
1771,1771,Normal
1772,1772,Normal
1773,1773,Normal
1774,1774,Normal
1775,1775,Abnormal
1776,1776,Abnormal
1777,1777,Abnormal
1778,1778,Abnormal
1779,1779,Abnormal
1780,1780,Abnormal
1781,1781,Abnormal
1782,1782,Abnormal
1783,1783,Abnormal
1784,1784,Abnormal
1785,1785,Abnormal
1786,1786,Abnormal
1787,1787,Abnormal
1788,1788,Abnormal
1789,1789,Abnormal
1790,1790,Abnormal
1791,1791,Abnormal
1792,1792,Abnormal
1793,1793,Abnormal
1794,1794,Abnormal
1795,1795,Abnormal
1796,1796,Abnormal
1797,1797,Abnormal
1798,1798,Abnormal
1799,1799,Abnormal
1800,1800,Abnormal
1801,1801,Abnormal
1802,1802,Abnormal
1803,1803,Abnormal
1804,1804,Abnormal
1805,1805,Abnormal
1806,1806,Abnormal
1807,1807,Abnormal
1808,1808,Abnormal
1809,1809,Abnormal
1810,1810,Abnormal
1811,1811,Abnormal
1812,1812,Abnormal
1813,1813,Abnormal
1814,1814,Abnormal
1815,1815,Abnormal
1816,1816,Abnormal
1817,1817,Abnormal
1818,1818,Abnormal
1819,1819,Abnormal
1820,1820,Abnormal
1821,1821,Abnormal
1822,1822,Abnormal
1823,1823,Abnormal
1824,1824,Abnormal
1825,1825,Abnormal
1826,1826,Abnormal
1827,1827,Abnormal
1828,1828,Abnormal
1829,1829,Abnormal
1830,1830,Abnormal
1831,1831,Abnormal
1832,1832,Abnormal
1833,1833,Abnormal
1834,1834,Abnormal
1835,1835,Abnormal
1836,1836,Abnormal
1837,1837,Abnormal
1838,1838,Abnormal
1839,1839,Abnormal
1840,1840,Abnormal
1841,1841,Abnormal
1842,1842,Abnormal
1843,1843,Abnormal
1844,1844,Abnormal
1845,1845,Abnormal
1846,1846,Abnormal
1847,1847,Abnormal
1848,1848,Abnormal
1849,1849,Abnormal
1850,1850,Abnormal
1851,1851,Abnormal
1852,1852,Abnormal
1853,1853,Abnormal
1854,1854,Abnormal
1855,1855,Abnormal
1856,1856,Abnormal
1857,1857,Abnormal
1858,1858,Abnormal
1859,1859,Abnormal
1860,1860,Abnormal
1861,1861,Abnormal
1862,1862,Abnormal
1863,1863,Abnormal
1864,1864,Abnormal
1865,1865,Abnormal
1866,1866,Abnormal
1867,1867,Abnormal
1868,1868,Abnormal
1869,1869,Abnormal
1870,1870,Abnormal
1871,1871,Abnormal
1872,1872,Abnormal
1873,1873,Abnormal
1874,1874,Abnormal
1875,1875,Abnormal
1876,1876,Abnormal
1877,1877,Abnormal
1878,1878,Abnormal
1879,1879,Abnormal
1880,1880,Abnormal
1881,1881,Abnormal
1882,1882,Abnormal
1883,1883,Abnormal
1884,1884,Abnormal
1885,1885,Abnormal
1886,1886,Abnormal
1887,1887,Abnormal
1888,1888,Abnormal
1889,1889,Abnormal
1890,1890,Abnormal
1891,1891,Abnormal
1892,1892,Abnormal
1893,1893,Abnormal
1894,1894,Abnormal
1895,1895,Abnormal
1896,1896,Abnormal
1897,1897,Abnormal
1898,1898,Abnormal
1899,1899,Abnormal
1900,1900,Abnormal
1901,1901,Abnormal
1902,1902,Abnormal
1903,1903,Abnormal
1904,1904,Abnormal
1905,1905,Abnormal
1906,1906,Abnormal
1907,1907,Abnormal
1908,1908,Abnormal
1909,1909,Abnormal
1910,1910,Abnormal
1911,1911,Abnormal
1912,1912,Abnormal
1913,1913,Abnormal
1914,1914,Abnormal
1915,1915,Abnormal
1916,1916,Abnormal
1917,1917,Abnormal
1918,1918,Abnormal
1919,1919,Abnormal
1920,1920,Abnormal
1921,1921,Abnormal
1922,1922,Abnormal
1923,1923,Abnormal
1924,1924,Abnormal
1925,1925,Abnormal
1926,1926,Abnormal
1927,1927,Abnormal
1928,1928,Abnormal
1929,1929,Abnormal
1930,1930,Abnormal
1931,1931,Abnormal
1932,1932,Abnormal
1933,1933,Abnormal
1934,1934,Abnormal
1935,1935,Abnormal
1936,1936,Abnormal
1937,1937,Abnormal
1938,1938,Abnormal
1939,1939,Abnormal
1940,1940,Abnormal
1941,1941,Abnormal
1942,1942,Abnormal
1943,1943,Normal
1944,1944,Normal
1945,1945,Normal
1946,1946,Normal
1947,1947,Normal
1948,1948,Normal
1949,1949,Normal
1950,1950,Normal
1951,1951,Normal
1952,1952,Normal
1953,1953,Normal
1954,1954,Normal
1955,1955,Normal
1956,1956,Normal
1957,1957,Normal
1958,1958,Normal
1959,1959,Normal
1960,1960,Normal
1961,1961,Normal
1962,1962,Normal
1963,1963,Normal
1964,1964,Normal
1965,1965,Normal
1966,1966,Normal
1967,1967,Normal
1968,1968,Normal
1969,1969,Normal
1970,1970,Normal
1971,1971,Normal
1972,1972,Normal
1973,1973,Normal
1974,1974,Normal
1975,1975,Normal
1976,1976,Normal
1977,1977,Normal
1978,1978,Normal
1979,1979,Normal
1980,1980,Normal
1981,1981,Normal
1982,1982,Normal
1983,1983,Normal
1984,1984,Normal
1985,1985,Normal
1986,1986,Normal
1987,1987,Normal
1988,1988,Normal
1989,1989,Normal
1990,1990,Normal
1991,1991,Normal
1992,1992,Normal
1993,1993,Normal
1994,1994,Normal
1995,1995,Normal
1996,1996,Normal
1997,1997,Normal
1998,1998,Normal
1999,1999,Normal
2000,2000,Normal
2001,2001,Normal
2002,2002,Normal
2003,2003,Normal
2004,2004,Normal
2005,2005,Normal
2006,2006,Normal
2007,2007,Normal
2008,2008,Normal
2009,2009,Normal
2010,2010,Normal
2011,2011,Normal
2012,2012,Normal
2013,2013,Normal
2014,2014,Normal
2015,2015,Normal
2016,2016,Normal
2017,2017,Normal
2018,2018,Normal
2019,2019,Normal
2020,2020,Normal
2021,2021,Normal
2022,2022,Normal
2023,2023,Normal
2024,2024,Normal
2025,2025,Normal
2026,2026,Normal
2027,2027,Normal
2028,2028,Normal
2029,2029,Normal
2030,2030,Normal
2031,2031,Normal
2032,2032,Normal
2033,2033,Normal
2034,2034,Normal
2035,2035,Normal
2036,2036,Normal
2037,2037,Normal
2038,2038,Normal
2039,2039,Normal
2040,2040,Normal
2041,2041,Normal
2042,2042,Normal
2043,2043,Normal
2044,2044,Normal
2045,2045,Normal
2046,2046,Normal
2047,2047,Normal
2048,2048,Normal
2049,2049,Normal
2050,2050,Normal
2051,2051,Normal
2052,2052,Normal
2053,2053,Normal
2054,2054,Normal
2055,2055,Normal
2056,2056,Normal
2057,2057,Normal
2058,2058,Normal
2059,2059,Normal
2060,2060,Normal
2061,2061,Normal
2062,2062,Normal
2063,2063,Normal
2064,2064,Normal
2065,2065,Normal
2066,2066,Normal
2067,2067,Normal
2068,2068,Normal
2069,2069,Normal
2070,2070,Normal
2071,2071,Normal
2072,2072,Normal
2073,2073,Normal
2074,2074,Normal
2075,2075,Normal
2076,2076,Normal
2077,2077,Normal
2078,2078,Normal
2079,2079,Normal
2080,2080,Normal
2081,2081,Normal
2082,2082,Normal
2083,2083,Normal
2084,2084,Normal
2085,2085,Normal
2086,2086,Normal
2087,2087,Normal
2088,2088,Normal
2089,2089,Normal
2090,2090,Normal
2091,2091,Normal
2092,2092,Normal
2093,2093,Normal
2094,2094,Normal
2095,2095,Normal
2096,2096,Normal
2097,2097,Normal
2098,2098,Normal
2099,2099,Normal
2100,2100,Normal
2101,2101,Normal
2102,2102,Normal
2103,2103,Normal
2104,2104,Normal
2105,2105,Normal
2106,2106,Normal
2107,2107,Normal
2108,2108,Normal
2109,2109,Normal
2110,2110,Normal
2111,2111,Normal
2112,2112,Normal
2113,2113,Normal
2114,2114,Normal
2115,2115,Normal
2116,2116,Normal
2117,2117,Normal
2118,2118,Normal
2119,2119,Normal
2120,2120,Normal
2121,2121,Normal
2122,2122,Normal
2123,2123,Normal
2124,2124,Normal
2125,2125,Normal
2126,2126,Normal
2127,2127,Normal
2128,2128,Normal
2129,2129,Normal
2130,2130,Normal
2131,2131,Normal
2132,2132,Normal
2133,2133,Normal
2134,2134,Normal
2135,2135,Normal
2136,2136,Normal
2137,2137,Normal
2138,2138,Normal
2139,2139,Normal
2140,2140,Normal
2141,2141,Normal
2142,2142,Normal
2143,2143,Normal
2144,2144,Normal
2145,2145,Normal
2146,2146,Normal
2147,2147,Normal
2148,2148,Normal
2149,2149,Normal
2150,2150,Normal
2151,2151,Normal
2152,2152,Normal
2153,2153,Normal
2154,2154,Normal
2155,2155,Normal
2156,2156,Normal
2157,2157,Normal
2158,2158,Normal
2159,2159,Normal
2160,2160,Normal
2161,2161,Normal
2162,2162,Normal
2163,2163,Normal
2164,2164,Normal
2165,2165,Normal
2166,2166,Normal
2167,2167,Normal
2168,2168,Normal
2169,2169,Normal
2170,2170,Abnormal
2171,2171,Abnormal
2172,2172,Abnormal
2173,2173,Abnormal
2174,2174,Abnormal
2175,2175,Abnormal
2176,2176,Abnormal
2177,2177,Abnormal
2178,2178,Abnormal
2179,2179,Abnormal
2180,2180,Abnormal
2181,2181,Abnormal
2182,2182,Abnormal
2183,2183,Abnormal
2184,2184,Abnormal
2185,2185,Abnormal
2186,2186,Abnormal
2187,2187,Abnormal
2188,2188,Abnormal
2189,2189,Abnormal
2190,2190,Abnormal
2191,2191,Abnormal
2192,2192,Abnormal
2193,2193,Abnormal
2194,2194,Abnormal
2195,2195,Abnormal
2196,2196,Abnormal
2197,2197,Abnormal
2198,2198,Abnormal
2199,2199,Abnormal
2200,2200,Abnormal
2201,2201,Abnormal
2202,2202,Abnormal
2203,2203,Abnormal
2204,2204,Abnormal
2205,2205,Abnormal
2206,2206,Abnormal
2207,2207,Abnormal
2208,2208,Abnormal
2209,2209,Abnormal
2210,2210,Abnormal
2211,2211,Abnormal
2212,2212,Abnormal
2213,2213,Abnormal
2214,2214,Abnormal
2215,2215,Abnormal
2216,2216,Abnormal
2217,2217,Abnormal
2218,2218,Abnormal
2219,2219,Abnormal
2220,2220,Abnormal
2221,2221,Abnormal
2222,2222,Abnormal
2223,2223,Abnormal
2224,2224,Abnormal
2225,2225,Abnormal
2226,2226,Abnormal
2227,2227,Abnormal
2228,2228,Abnormal
2229,2229,Abnormal
2230,2230,Abnormal
2231,2231,Abnormal
2232,2232,Abnormal
2233,2233,Abnormal
2234,2234,Abnormal
2235,2235,Abnormal
2236,2236,Abnormal
2237,2237,Abnormal
2238,2238,Abnormal
2239,2239,Abnormal
2240,2240,Abnormal
2241,2241,Abnormal
2242,2242,Abnormal
2243,2243,Abnormal
2244,2244,Abnormal
2245,2245,Abnormal
2246,2246,Abnormal
2247,2247,Abnormal
2248,2248,Abnormal
2249,2249,Abnormal
2250,2250,Abnormal
2251,2251,Abnormal
2252,2252,Abnormal
2253,2253,Abnormal
2254,2254,Abnormal
2255,2255,Abnormal
2256,2256,Abnormal
2257,2257,Abnormal
2258,2258,Abnormal
2259,2259,Abnormal
2260,2260,Abnormal
2261,2261,Abnormal
2262,2262,Abnormal
2263,2263,Abnormal
2264,2264,Abnormal
2265,2265,Abnormal
2266,2266,Abnormal
2267,2267,Abnormal
2268,2268,Abnormal
2269,2269,Normal
2270,2270,Normal
2271,2271,Normal
2272,2272,Normal
2273,2273,Normal
2274,2274,Normal
2275,2275,Normal
2276,2276,Normal
2277,2277,Normal
2278,2278,Normal
2279,2279,Normal
2280,2280,Normal
2281,2281,Normal
2282,2282,Normal
2283,2283,Normal
2284,2284,Normal
2285,2285,Normal
2286,2286,Normal
2287,2287,Normal
2288,2288,Normal
2289,2289,Normal
2290,2290,Normal
2291,2291,Normal
2292,2292,Normal
2293,2293,Normal
2294,2294,Normal
2295,2295,Normal
2296,2296,Normal
2297,2297,Normal
2298,2298,Normal
2299,2299,Normal
2300,2300,Normal
2301,2301,Normal
2302,2302,Normal
2303,2303,Normal
2304,2304,Normal
2305,2305,Normal
2306,2306,Normal
2307,2307,Normal
2308,2308,Normal
2309,2309,Normal
2310,2310,Normal
2311,2311,Normal
2312,2312,Normal
2313,2313,Normal
2314,2314,Normal
2315,2315,Normal
2316,2316,Normal
2317,2317,Normal
2318,2318,Normal
2319,2319,Normal
2320,2320,Normal
2321,2321,Normal
2322,2322,Normal
2323,2323,Normal
2324,2324,Normal
2325,2325,Normal
2326,2326,Normal
2327,2327,Normal
2328,2328,Normal
2329,2329,Normal
2330,2330,Normal
2331,2331,Normal
2332,2332,Normal
2333,2333,Normal
2334,2334,Normal
2335,2335,Normal
2336,2336,Normal
2337,2337,Normal
2338,2338,Normal
2339,2339,Normal
2340,2340,Normal
2341,2341,Normal
2342,2342,Normal
2343,2343,Normal
2344,2344,Normal
2345,2345,Normal
2346,2346,Normal
2347,2347,Normal
2348,2348,Normal
2349,2349,Normal
2350,2350,Normal
2351,2351,Normal
2352,2352,Normal
2353,2353,Normal
2354,2354,Normal
2355,2355,Normal
2356,2356,Normal
2357,2357,Normal
